Instance,Solution,Run,Time,Value
chao_5.30a,B,2,1043,663.808
chao_5.30a,B,3,1048,635.05
chao_5.30a,B,4,1030,634.44
chao_5.30a,B,5,1040,649.837
chao_5.30a,B,6,1027,649.381
chao_5.30a,B,7,1028,637.113
chao_5.30a,B,8,1035,631.239
chao_5.30a,B,9,1042,656.514
chao_5.30a,B,10,1148,623.029
chao_5.30a,C,1,1143,659.651
chao_5.30a,C,2,1122,640.344
chao_5.30a,C,3,1122,641.076
chao_5.30a,C,4,1128,653.577
chao_5.30a,C,5,1124,636.885
chao_5.30a,C,6,1134,620.361
chao_5.30a,C,7,1116,637.618
chao_5.30a,C,8,1112,651.591
chao_5.30a,C,9,1134,641.479
chao_5.30a,C,10,1117,664.998
chao_5.30a,R,1,1061,630.354
chao_5.30a,R,2,1066,637.375
chao_5.30a,R,3,1049,617.417
chao_5.30a,R,4,1049,637.536
chao_5.30a,R,5,1062,628.352
chao_5.30a,R,6,1059,648.817
chao_5.30a,R,7,1055,598.463
chao_5.30a,R,8,1055,611.788
chao_5.30a,R,9,1050,598.975
chao_5.30a,R,10,1049,624.957
chao_5.30b,B,1,1029,550.998
chao_5.30b,B,2,1055,575.175
chao_5.30b,B,3,1024,564.058
chao_5.30b,B,4,1043,524.92
chao_5.30b,B,5,1033,573.99
chao_5.30b,B,6,1051,576.277
chao_5.30b,B,7,1034,536.86
chao_5.30b,B,8,1055,562.458
chao_5.30b,B,9,1109,557.233
chao_5.30b,B,10,1035,532.493
chao_5.30b,C,1,1079,574.479
chao_5.30b,C,2,1079,556.2
chao_5.30b,C,3,1084,562.299
chao_5.30b,C,4,1082,561.586
chao_5.30b,C,5,1077,582.495
chao_5.30b,C,6,1105,587.308
chao_5.30b,C,7,1094,578.174
chao_5.30b,C,8,1085,531.962
chao_5.30b,C,9,1064,546.296
chao_5.30b,C,10,1101,551.843
chao_5.30b,R,1,1062,543.591
chao_5.30b,R,2,1048,559.998
chao_5.30b,R,3,1059,575.103
chao_5.30b,R,4,1064,557.612
chao_5.30b,R,5,1056,577.184
chao_5.30b,R,6,1060,535.897
chao_5.30b,R,7,1051,555.089
chao_5.30b,R,8,1050,565.53
chao_5.30b,R,9,1061,
chao_5.30b,R,10,1059,572.267
chao_5.30c,B,1,832,550.857
chao_5.30c,B,2,847,574.901
chao_5.30c,B,3,848,571.269
chao_5.30c,B,4,833,574.855
chao_5.30c,B,5,843,579.182
chao_5.30c,B,6,825,572.511
chao_5.30c,B,7,843,578.961
chao_5.30c,B,8,847,578.966
chao_5.30c,B,9,828,585.908
chao_5.30c,B,10,854,593.566
chao_5.30c,C,1,1035,570.57
chao_5.30c,C,2,1044,560.654
chao_5.30c,C,3,1029,567.406
chao_5.30c,C,4,1024,575.565
chao_5.30c,C,5,1028,537.976
chao_5.30c,C,6,1040,569.195
chao_5.30c,C,7,1026,585.861
chao_5.30c,C,8,1044,535.962
chao_5.30c,C,9,1043,579.796
chao_5.30c,C,10,1028,568.536
chao_5.30c,R,1,899,592.819
chao_5.30c,R,2,915,571.204
chao_5.30c,R,3,902,591.924
chao_5.30c,R,4,894,566.471
chao_5.30c,R,5,917,593.142
chao_5.30c,R,6,910,581.487
chao_5.30c,R,7,899,622.535
chao_5.30c,R,8,909,569.883
chao_5.30c,R,9,898,580.233
chao_5.30c,R,10,915,582.485
chao_5.40a,B,1,1748,817.291
chao_5.40a,B,2,1774,835.617
chao_5.40a,B,3,1759,844.017
chao_5.40a,B,4,1752,855.151
chao_5.40a,B,5,1755,860.056
chao_5.40a,B,6,1761,854.828
chao_5.40a,B,7,1749,859.706
chao_5.40a,B,8,1733,890.123
chao_5.40a,B,9,1755,846.049
chao_5.40a,B,10,1772,868.275
chao_5.40a,C,1,1840,817.827
chao_5.40a,C,2,1819,818.596
chao_5.40a,C,3,1817,809.658
chao_5.40a,C,4,1821,857.767
chao_5.40a,C,5,1848,872.956
chao_5.40a,C,6,1818,851.275
chao_5.40a,C,7,1838,849.854
chao_5.40a,C,8,1859,828.507
chao_5.40a,C,9,1830,836.409
chao_5.40a,C,10,1832,799.863
chao_5.40a,R,1,1792,809.666
chao_5.40a,R,2,1780,859.425
chao_5.40a,R,3,1772,854.776
chao_5.40a,R,4,1779,836.099
chao_5.40a,R,5,1754,865.772
chao_5.40a,R,6,1773,860.211
chao_5.40a,R,7,1769,885.227
chao_5.40a,R,8,1769,825.943
chao_5.40a,R,9,1803,864.627
chao_5.40a,R,10,1784,860.444
chao_5.40b,B,1,1755,709.187
chao_5.40b,B,2,1747,711.558
chao_5.40b,B,3,1755,716.135
chao_5.40b,B,4,1730,716.64
chao_5.40b,B,5,1745,695.577
chao_5.40b,B,6,1771,701.78
chao_5.40b,B,7,1725,725.603
chao_5.40b,B,8,1734,713.438
chao_5.40b,B,9,1745,719.883
chao_5.40b,B,10,1719,700.843
chao_5.40b,C,1,1819,707.81
chao_5.40b,C,2,1904,712.234
chao_5.40b,C,3,1817,676.828
chao_5.40b,C,4,1830,726.915
chao_5.40b,C,5,1819,653.134
chao_5.40b,C,6,1841,716.476
chao_5.40b,C,7,1812,735.433
chao_5.40b,C,8,1783,741.987
chao_5.40b,C,9,1797,717.551
chao_5.40b,C,10,1793,724.042
chao_5.40b,R,1,1741,728.13
chao_5.40b,R,2,1767,730.387
chao_5.40b,R,3,1761,693.31
chao_5.40b,R,4,1759,696.282
chao_5.40b,R,5,1758,708.641
chao_5.40b,R,6,1741,709.512
chao_5.40b,R,7,1759,659.458
chao_5.40b,R,8,1753,711.243
chao_5.40b,R,9,1889,708.237
chao_5.40b,R,10,1754,708.512
chao_5.40c,B,1,1375,822.768
chao_5.40c,B,2,1324,792.714
chao_5.40c,B,3,1333,819.623
chao_5.40c,B,4,1338,715.945
chao_5.40c,B,5,1371,796.275
chao_5.40c,B,6,1403,787.213
chao_5.40c,B,7,1344,792.451
chao_5.40c,B,8,1353,801.327
chao_5.40c,B,9,1325,781.418
chao_5.40c,B,10,1332,781.741
chao_5.40c,C,1,1651,700.689
chao_5.40c,C,2,1648,730.359
chao_5.40c,C,3,1651,781.889
chao_5.40c,C,4,1641,737.531
chao_5.40c,C,5,1698,766.288
chao_5.40c,C,6,1662,730.881
chao_5.40c,C,7,1648,771.386
chao_5.40c,C,8,1634,753.443
chao_5.40c,C,9,1750,740.492
chao_5.40c,C,10,1671,745.254
chao_5.40c,R,1,1386,810.38
chao_5.40c,R,2,1374,808.484
chao_5.40c,R,3,1349,746.652
chao_5.40c,R,4,1343,807.781
chao_5.40c,R,5,1364,786.822
chao_5.40c,R,6,1391,782.616
chao_5.40c,R,7,1384,744.747
chao_5.40c,R,8,1360,737.57
chao_5.40c,R,9,1357,835.315
chao_5.40c,R,10,1364,795.213
chao_6.25,B,1,735,617.214
chao_6.25,B,2,738,599.441
chao_6.25,B,3,729,602.994
chao_6.25,B,4,740,602.151
chao_6.25,B,5,734,600.721
chao_6.25,B,6,738,607.004
chao_6.25,B,7,724,620.794
chao_6.25,B,8,744,625.956
chao_6.25,B,9,730,605.435
chao_6.25,B,10,730,601.648
chao_6.25,C,1,797,550.63
chao_6.25,C,2,796,605.496
chao_6.25,C,3,804,569.308
chao_6.25,C,4,793,552.857
chao_6.25,C,5,787,555.09
chao_6.25,C,6,790,583.963
chao_6.25,C,7,790,573.692
chao_6.25,C,8,803,595.678
chao_6.25,C,9,794,575.305
chao_6.25,C,10,867,601.047
chao_6.25,R,1,754,561.535
chao_6.25,R,2,742,580.869
chao_6.25,R,3,752,563.804
chao_6.25,R,4,750,539.264
chao_6.25,R,5,736,592.281
chao_6.25,R,6,750,565.062
chao_6.25,R,7,767,586.836
chao_6.25,R,8,737,560.457
chao_6.25,R,9,753,547.756
chao_6.25,R,10,750,543.097
chao_6.30a,B,1,1063,737.148
chao_6.30a,B,2,1043,709.032
chao_6.30a,B,3,1025,721.681
chao_6.30a,B,4,1036,759.829
chao_6.30a,B,5,1043,757.634
chao_6.30a,B,6,1057,740.296
chao_6.30a,B,7,1029,734.895
chao_6.30a,B,8,1031,714.005
chao_6.30a,B,9,1037,734.569
chao_6.30a,B,10,1039,730.382
chao_6.30a,C,1,1129,685.315
chao_6.30a,C,2,1113,722.521
chao_6.30a,C,3,1127,629.308
chao_6.30a,C,4,1142,713.072
chao_6.30a,C,5,1128,693.37
chao_6.30a,C,6,1141,695.328
chao_6.30a,C,7,1115,700.991
chao_6.30a,C,8,1129,668.572
chao_6.30a,C,9,1110,649.505
chao_6.30a,C,10,1121,661.078
chao_6.30a,R,1,1056,714.695
chao_6.30a,R,2,1107,665.469
chao_6.30a,R,3,1057,692.479
chao_6.30a,R,4,1054,704.958
chao_6.30a,R,5,1055,696.481
chao_6.30a,R,6,1038,693.117
chao_6.30a,R,7,1039,693.663
chao_6.30a,R,8,1050,675.434
chao_6.30a,R,9,1058,673.716
chao_6.30a,R,10,1070,717.407
chao_6.30b,B,1,1069,614.366
chao_6.30b,B,2,1047,627.333
chao_6.30b,B,3,1044,597.036
chao_6.30b,B,4,1048,592.027
chao_6.30b,B,5,1049,654.198
chao_6.30b,B,6,1046,606.7
chao_6.30b,B,7,1041,646.863
chao_6.30b,B,8,1049,636.664
chao_6.30b,B,9,1052,594.371
chao_6.30b,B,10,1046,642.843
chao_6.30b,C,1,1074,616.19
chao_6.30b,C,2,1079,573.238
chao_6.30b,C,3,1084,611.106
chao_6.30b,C,4,1085,574.299
chao_6.30b,C,5,1091,626.446
chao_6.30b,C,6,1083,613.015
chao_6.30b,C,7,1102,592.63
chao_6.30b,C,8,1097,625.86
chao_6.30b,C,9,1083,586.293
chao_6.30b,C,10,1074,571.588
chao_6.30b,R,1,1077,618.95
chao_6.30b,R,2,1059,616.723
chao_6.30b,R,3,1049,586.982
chao_6.30b,R,4,1059,626.632
chao_6.30b,R,5,1045,574.858
chao_6.30b,R,6,1055,607.444
chao_6.30b,R,7,1053,595.773
chao_6.30b,R,8,1065,624.191
chao_6.30b,R,9,1057,594.084
chao_6.30b,R,10,1063,622.177
chao_6.30c,B,1,830,630.886
chao_6.30c,B,2,848,654.026
chao_6.30c,B,3,848,620.516
chao_6.30c,B,4,836,614.191
chao_6.30c,B,5,844,628.055
chao_6.30c,B,6,829,624.567
chao_6.30c,B,7,826,622.64
chao_6.30c,B,8,828,593.417
chao_6.30c,B,9,837,641.494
chao_6.30c,B,10,822,623.573
chao_6.30c,C,1,1037,607.922
chao_6.30c,C,2,1048,619.985
chao_6.30c,C,3,1028,595.857
chao_6.30c,C,4,1026,621.702
chao_6.30c,C,5,1026,609.9
chao_6.30c,C,6,1028,590.113
chao_6.30c,C,7,1039,630.849
chao_6.30c,C,8,1043,628.071
chao_6.30c,C,9,1037,603.718
chao_6.30c,C,10,1028,606.622
chao_6.30c,R,1,886,615.166
chao_6.30c,R,2,881,568.213
chao_6.30c,R,3,922,634.821
chao_6.30c,R,4,894,630.763
chao_6.30c,R,5,890,586.459
chao_6.30c,R,6,890,585.644
chao_6.30c,R,7,893,600.923
chao_6.30c,R,8,898,601.402
chao_6.30c,R,9,886,621.586
chao_6.30c,R,10,887,607.897
chao_6.40a,B,1,1775,951.303
chao_6.40a,B,2,1747,960.837
chao_6.40a,B,3,1748,896.755
chao_6.40a,B,4,1766,962.847
chao_6.40a,B,5,1796,860.479
chao_6.40a,B,6,1761,947.212
chao_6.40a,B,7,1779,940.45
chao_6.40a,B,8,1768,952.898
chao_6.40a,B,9,1769,949.995
chao_6.40a,B,10,1751,891.369
chao_6.40a,C,1,1857,877.526
chao_6.40a,C,2,1849,912.539
chao_6.40a,C,3,1887,881.823
chao_6.40a,C,4,1933,897.834
chao_6.40a,C,5,1856,905.679
chao_6.40a,C,6,1871,906.884
chao_6.40a,C,7,1885,873.39
chao_6.40a,C,8,1898,902.758
chao_6.40a,C,9,1878,910.144
chao_6.40a,C,10,1876,919.973
chao_6.40a,R,1,1786,841.966
chao_6.40a,R,2,1772,913.104
chao_6.40a,R,3,1768,916.186
chao_6.40a,R,4,1786,918.608
chao_6.40a,R,5,1747,883.313
chao_6.40a,R,6,1781,866.784
chao_6.40a,R,7,1786,911.82
chao_6.40a,R,8,1763,891.013
chao_6.40a,R,9,1760,914.467
chao_6.40a,R,10,1761,904.867
chao_6.40b,B,1,1795,779.438
chao_6.40b,B,2,1815,753.285
chao_6.40b,B,3,1724,753.988
chao_6.40b,B,4,1731,787.212
chao_6.40b,B,5,1752,746.032
chao_6.40b,B,6,1735,756.482
chao_6.40b,B,7,1751,791.52
chao_6.40b,B,8,1737,754.752
chao_6.40b,B,9,1730,762.26
chao_6.40b,B,10,1745,775.135
chao_6.40b,C,1,1814,737.434
chao_6.40b,C,2,1825,750.948
chao_6.40b,C,3,1787,736.64
chao_6.40b,C,4,1777,761.122
chao_6.40b,C,5,1797,766.38
chao_6.40b,C,6,1852,763.716
chao_6.40b,C,7,1778,775.067
chao_6.40b,C,8,1853,761.454
chao_6.40b,C,9,1844,759.201
chao_6.40b,C,10,1816,769.695
chao_6.40b,R,1,1740,751.703
chao_6.40b,R,2,1752,751.767
chao_6.40b,R,3,1759,771.601
chao_6.40b,R,4,1740,677.698
chao_6.40b,R,5,1760,753.822
chao_6.40b,R,6,1744,749.389
chao_6.40b,R,7,1741,698.045
chao_6.40b,R,8,1740,733.442
chao_6.40b,R,9,1739,745.933
chao_6.40b,R,10,1737,733.842
chao_6.40c,B,1,1417,818.763
chao_6.40c,B,2,1420,792.081
chao_6.40c,B,3,1371,824.309
chao_6.40c,B,4,1391,779.917
chao_6.40c,B,5,1377,813.519
chao_6.40c,B,6,1397,805.32
chao_6.40c,B,7,1368,781.179
chao_6.40c,B,8,1465,824.728
chao_6.40c,B,9,1387,790.378
chao_6.40c,B,10,1384,827.282
chao_6.40c,C,1,1671,760.15
chao_6.40c,C,2,1691,787.437
chao_6.40c,C,3,1729,769.328
chao_6.40c,C,4,1671,790.458
chao_6.40c,C,5,1680,747.046
chao_6.40c,C,6,1674,743.105
chao_6.40c,C,7,1687,754.127
chao_6.40c,C,8,1667,781.14
chao_6.40c,C,9,1672,755.965
chao_6.40c,C,10,1710,778.879
chao_6.40c,R,1,1378,808.739
chao_6.40c,R,2,1385,788.194
chao_6.40c,R,3,1395,805.517
chao_6.40c,R,4,1393,791.496
chao_6.40c,R,5,1389,815.935
chao_6.40c,R,6,1388,812.965
chao_6.40c,R,7,1372,782.919
chao_6.40c,R,8,1427,773.115
chao_6.40c,R,9,1381,806.625
chao_6.40c,R,10,1378,740.274
chao_7.25,B,1,737,467.482
chao_7.25,B,2,747,443.018
chao_7.25,B,3,731,434.714
chao_7.25,B,4,738,450.172
chao_7.25,B,5,743,462.358
chao_7.25,B,6,736,460.266
chao_7.25,B,7,732,449.255
chao_7.25,B,8,749,463.987
chao_7.25,B,9,744,442.423
chao_7.25,B,10,737,458.484
chao_7.25,C,1,763,482.697
chao_7.25,C,2,775,471.904
chao_7.25,C,3,760,489.697
chao_7.25,C,4,775,457.348
chao_7.25,C,5,773,479.852
chao_7.25,C,6,754,484.499
chao_7.25,C,7,776,488.579
chao_7.25,C,8,764,484.757
chao_7.25,C,9,766,471.953
chao_7.25,C,10,763,477.343
chao_7.25,R,1,740,469.266
chao_7.25,R,2,740,482.506
chao_7.25,R,3,749,457.943
chao_7.25,R,4,741,464.427
chao_7.25,R,5,735,478.529
chao_7.25,R,6,740,475.822
chao_7.25,R,7,741,484.42
chao_7.25,R,8,739,461.38
chao_7.25,R,9,733,475.365
chao_7.25,R,10,735,494.094
chao_7.30a,B,1,1037,560.57
chao_7.30a,B,2,1054,579.233
chao_7.30a,B,3,1031,562.752
chao_7.30a,B,4,1050,584.048
chao_7.30a,B,5,1048,584.341
chao_7.30a,B,6,1071,573.579
chao_7.30a,B,7,1048,545.014
chao_7.30a,B,8,1036,582.813
chao_7.30a,B,9,1069,554.256
chao_7.30a,B,10,1041,561.354
chao_7.30a,C,1,1100,561.431
chao_7.30a,C,2,1088,577.852
chao_7.30a,C,3,1074,578.628
chao_7.30a,C,4,1080,529.956
chao_7.30a,C,5,1075,561.79
chao_7.30a,C,6,1095,556.723
chao_7.30a,C,7,1088,577.093
chao_7.30a,C,8,1067,588.922
chao_7.30a,C,9,1065,554.944
chao_7.30a,C,10,1073,574.813
chao_7.30a,R,1,1066,610.545
chao_7.30a,R,2,1055,599.467
chao_7.30a,R,3,1055,603.125
chao_7.30a,R,4,1054,646.784
chao_7.30a,R,5,1045,601.893
chao_7.30a,R,6,1038,615.896
chao_7.30a,R,7,1068,641.116
chao_7.30a,R,8,1047,609.491
chao_7.30a,R,9,1048,611.775
chao_7.30a,R,10,1035,616.938
chao_7.30b,B,1,1052,530.106
chao_7.30b,B,2,1054,497.119
chao_7.30b,B,3,1047,524.977
chao_7.30b,B,4,1109,510.748
chao_7.30b,B,5,1069,522.417
chao_7.30b,B,6,1052,512.638
chao_7.30b,B,7,1069,504.621
chao_7.30b,B,8,1047,507.015
chao_7.30b,B,9,1051,532.434
chao_7.30b,B,10,1046,498.026
chao_7.30b,C,1,1075,572.178
chao_7.30b,C,2,1081,539.316
chao_7.30b,C,3,1093,562.529
chao_7.30b,C,4,1072,567.179
chao_7.30b,C,5,1078,583.094
chao_7.30b,C,6,1069,514.718
chao_7.30b,C,7,1073,560.402
chao_7.30b,C,8,1076,579.026
chao_7.30b,C,9,1083,543.96
chao_7.30b,C,10,1082,577.799
chao_7.30b,R,1,1059,565.262
chao_7.30b,R,2,1053,581.674
chao_7.30b,R,3,1052,570.212
chao_7.30b,R,4,1074,579.437
chao_7.30b,R,5,1044,571.187
chao_7.30b,R,6,1063,603.363
chao_7.30b,R,7,1046,584.867
chao_7.30b,R,8,1062,582.179
chao_7.30b,R,9,1056,606.854
chao_7.30b,R,10,1054,591.939
chao_7.30c,B,1,954,539.458
chao_7.30c,B,2,960,528.231
chao_7.30c,B,3,987,555.482
chao_7.30c,B,4,1063,553.763
chao_7.30c,B,5,971,576.203
chao_7.30c,B,6,964,513.107
chao_7.30c,B,7,966,564.699
chao_7.30c,B,8,978,535.833
chao_7.30c,B,9,965,555.393
chao_7.30c,B,10,968,537.976
chao_7.30c,C,1,1039,529.222
chao_7.30c,C,2,1036,521.382
chao_7.30c,C,3,1072,554.397
chao_7.30c,C,4,1047,547.294
chao_7.30c,C,5,1046,535.387
chao_7.30c,C,6,1026,546.054
chao_7.30c,C,7,1062,537.734
chao_7.30c,C,8,1049,516.07
chao_7.30c,C,9,1044,534.718
chao_7.30c,C,10,1043,536.281
chao_7.30c,R,1,923,573.829
chao_7.30c,R,2,930,
chao_7.30c,R,3,934,603.873
chao_7.30c,R,4,944,595.452
chao_7.30c,R,5,925,585.457
chao_7.30c,R,6,951,580.946
chao_7.30c,R,7,930,597.591
chao_7.30c,R,8,928,603.564
chao_7.30c,R,9,935,612.566
chao_7.30c,R,10,927,595.11
chao_7.40a,B,1,1726,732.698
chao_7.40a,B,2,1738,699.454
chao_7.40a,B,3,1780,684.544
chao_7.40a,B,4,1739,695.93
chao_7.40a,B,5,1762,700.083
chao_7.40a,B,6,1720,670.819
chao_7.40a,B,7,1741,677.187
chao_7.40a,B,8,1753,691.726
chao_7.40a,B,9,1748,715.143
chao_7.40a,B,10,1722,713.679
chao_7.40a,C,1,1799,736.086
chao_7.40a,C,2,1759,712.393
chao_7.40a,C,3,1764,712.869
chao_7.40a,C,4,1746,693.665
chao_7.40a,C,5,1766,715.794
chao_7.40a,C,6,1808,717.737
chao_7.40a,C,7,1753,716.098
chao_7.40a,C,8,1776,707.858
chao_7.40a,C,9,1792,703.722
chao_7.40a,C,10,1813,695.775
chao_7.40a,R,1,1775,769.382
chao_7.40a,R,2,1748,769.093
chao_7.40a,R,3,1750,758.047
chao_7.40a,R,4,1764,737.318
chao_7.40a,R,5,1757,774.489
chao_7.40a,R,6,1754,747.209
chao_7.40a,R,7,1746,746.04
chao_7.40a,R,8,1759,766.625
chao_7.40a,R,9,1737,781.247
chao_7.40a,R,10,1740,757.266
chao_7.40b,B,1,1725,665.061
chao_7.40b,B,2,1720,674.098
chao_7.40b,B,3,1729,699.918
chao_7.40b,B,4,1726,666.297
chao_7.40b,B,5,1722,651.823
chao_7.40b,B,6,1742,666.801
chao_7.40b,B,7,1727,652.568
chao_7.40b,B,8,1715,664.091
chao_7.40b,B,9,1749,627.855
chao_7.40b,B,10,1729,693.929
chao_7.40b,C,1,1732,590.387
chao_7.40b,C,2,1772,690.818
chao_7.40b,C,3,1750,697.098
chao_7.40b,C,4,1752,689.073
chao_7.40b,C,5,1747,673.546
chao_7.40b,C,6,1730,697.021
chao_7.40b,C,7,1732,648.587
chao_7.40b,C,8,1731,697.019
chao_7.40b,C,9,1770,679.668
chao_7.40b,C,10,1763,687.791
chao_7.40b,R,1,1704,746.572
chao_7.40b,R,2,1716,735.984
chao_7.40b,R,3,1716,744.982
chao_7.40b,R,4,1720,754.166
chao_7.40b,R,5,1713,702.919
chao_7.40b,R,6,1717,741.796
chao_7.40b,R,7,1781,692.922
chao_7.40b,R,8,1703,742.027
chao_7.40b,R,9,1716,750.324
chao_7.40b,R,10,1721,767.262
chao_7.40c,B,1,1534,683.658
chao_7.40c,B,2,1552,668.21
chao_7.40c,B,3,1536,707.501
chao_7.40c,B,4,1521,691.683
chao_7.40c,B,5,1537,701.059
chao_7.40c,B,6,1529,668.929
chao_7.40c,B,7,1526,671.826
chao_7.40c,B,8,1523,677.015
chao_7.40c,B,9,1541,686.705
chao_7.40c,B,10,1546,680.617
chao_7.40c,C,1,1692,690.052
chao_7.40c,C,2,1684,679.596
chao_7.40c,C,3,1666,689.176
chao_7.40c,C,4,1718,651.515
chao_7.40c,C,5,1702,709.332
chao_7.40c,C,6,1780,670.795
chao_7.40c,C,7,1705,685.863
chao_7.40c,C,8,1710,640.596
chao_7.40c,C,9,1727,657.409
chao_7.40c,C,10,1681,636.905
chao_7.40c,R,1,1461,754.808
chao_7.40c,R,2,1445,765.026
chao_7.40c,R,3,1485,778.495
chao_7.40c,R,4,1457,769.463
chao_7.40c,R,5,1516,741.862
chao_7.40c,R,6,1454,767.161
chao_7.40c,R,7,1538,756.266
chao_7.40c,R,8,1487,772.393
chao_7.40c,R,9,1462,749.262
chao_7.40c,R,10,1465,753.603
chao_8.25,B,1,729,505.137
chao_8.25,B,2,739,528.766
chao_8.25,B,3,740,500.478
chao_8.25,B,4,731,513.366
chao_8.25,B,5,729,522.217
chao_8.25,B,6,724,522.374
chao_8.25,B,7,724,507.383
chao_8.25,B,8,731,537.231
chao_8.25,B,9,729,512.116
chao_8.25,B,10,740,520.63
chao_8.25,C,1,765,496.705
chao_8.25,C,2,772,478.789
chao_8.25,C,3,757,507.549
chao_8.25,C,4,766,511.187
chao_8.25,C,5,762,500.835
chao_8.25,C,6,780,512.299
chao_8.25,C,7,765,512.345
chao_8.25,C,8,769,508.132
chao_8.25,C,9,765,527.894
chao_8.25,C,10,762,506.363
chao_8.25,R,1,734,530.173
chao_8.25,R,2,725,499.583
chao_8.25,R,3,722,522.174
chao_8.25,R,4,734,520.879
chao_8.25,R,5,747,551.668
chao_8.25,R,6,731,545.62
chao_8.25,R,7,734,530.541
chao_8.25,R,8,738,525.064
chao_8.25,R,9,732,543.203
chao_8.25,R,10,732,528.222
chao_8.30a,B,1,998,613.187
chao_8.30a,B,2,1017,588.73
chao_8.30a,B,3,1015,608.663
chao_8.30a,B,4,1013,593.286
chao_8.30a,B,5,1031,605.792
chao_8.30a,B,6,1018,520.371
chao_8.30a,B,7,1005,550.407
chao_8.30a,B,8,1013,528.266
chao_8.30a,B,9,1016,568.303
chao_8.30a,B,10,1015,581.592
chao_8.30a,C,1,1098,580.882
chao_8.30a,C,2,1069,591.415
chao_8.30a,C,3,1073,541.404
chao_8.30a,C,4,1093,567.494
chao_8.30a,C,5,1074,563.268
chao_8.30a,C,6,1092,537.509
chao_8.30a,C,7,1110,568.004
chao_8.30a,C,8,1104,581.12
chao_8.30a,C,9,1073,560.781
chao_8.30a,C,10,1077,569.492
chao_8.30a,R,1,1026,613.473
chao_8.30a,R,2,1034,620.407
chao_8.30a,R,3,1018,647.421
chao_8.30a,R,4,1035,626.541
chao_8.30a,R,5,1025,608.908
chao_8.30a,R,6,1046,625.382
chao_8.30a,R,7,1023,594.762
chao_8.30a,R,8,1024,629.199
chao_8.30a,R,9,1031,643.362
chao_8.30a,R,10,1031,640.586
chao_8.30b,B,1,1064,556.561
chao_8.30b,B,2,1050,544.02
chao_8.30b,B,3,1059,540.939
chao_8.30b,B,4,1061,547.62
chao_8.30b,B,5,1042,550.512
chao_8.30b,B,6,1068,536.987
chao_8.30b,B,7,1040,520.068
chao_8.30b,B,8,1053,525.095
chao_8.30b,B,9,1049,557.408
chao_8.30b,B,10,1056,544.221
chao_8.30b,C,1,1092,601.496
chao_8.30b,C,2,1082,561.696
chao_8.30b,C,3,1098,602.92
chao_8.30b,C,4,1071,583.73
chao_8.30b,C,5,1094,573.363
chao_8.30b,C,6,1109,608.58
chao_8.30b,C,7,1106,528.706
chao_8.30b,C,8,1091,589.765
chao_8.30b,C,9,1086,604.722
chao_8.30b,C,10,1082,575.495
chao_8.30b,R,1,1049,600.455
chao_8.30b,R,2,1045,564.642
chao_8.30b,R,3,1040,621.037
chao_8.30b,R,4,1064,581.087
chao_8.30b,R,5,1052,582.841
chao_8.30b,R,6,1061,603.515
chao_8.30b,R,7,1059,570.081
chao_8.30b,R,8,1055,605.737
chao_8.30b,R,9,1058,575.806
chao_8.30b,R,10,1055,598.503
chao_8.30c,B,1,872,669.687
chao_8.30c,B,2,853,615.574
chao_8.30c,B,3,862,643.641
chao_8.30c,B,4,866,619.234
chao_8.30c,B,5,853,650.324
chao_8.30c,B,6,824,631.454
chao_8.30c,B,7,842,678.291
chao_8.30c,B,8,852,696.156
chao_8.30c,B,9,842,639.827
chao_8.30c,B,10,841,662.006
chao_8.30c,C,1,991,626.743
chao_8.30c,C,2,1021,634.94
chao_8.30c,C,3,986,634.389
chao_8.30c,C,4,994,574.613
chao_8.30c,C,5,1000,642.923
chao_8.30c,C,6,1018,626.249
chao_8.30c,C,7,992,640.253
chao_8.30c,C,8,1002,630.236
chao_8.30c,C,9,1008,609.011
chao_8.30c,C,10,1015,612.543
chao_8.30c,R,1,864,706.654
chao_8.30c,R,2,858,693.817
chao_8.30c,R,3,840,694.152
chao_8.30c,R,4,840,670.052
chao_8.30c,R,5,854,680.259
chao_8.30c,R,6,843,677.787
chao_8.30c,R,7,833,703.631
chao_8.30c,R,8,847,684.303
chao_8.30c,R,9,850,663.906
chao_8.30c,R,10,858,681.35
chao_8.40a,B,1,1757,674.754
chao_8.40a,B,2,1724,715.047
chao_8.40a,B,3,1734,695.218
chao_8.40a,B,4,1748,692.06
chao_8.40a,B,5,1728,724.761
chao_8.40a,B,6,1744,711.886
chao_8.40a,B,7,1734,689.496
chao_8.40a,B,8,1756,700.079
chao_8.40a,B,9,1748,686.811
chao_8.40a,B,10,1747,712.212
chao_8.40a,C,1,1784,705.014
chao_8.40a,C,2,1823,688.291
chao_8.40a,C,3,1772,703.201
chao_8.40a,C,4,1748,658.746
chao_8.40a,C,5,1758,695.251
chao_8.40a,C,6,1797,707.767
chao_8.40a,C,7,1759,692.855
chao_8.40a,C,8,1778,713.645
chao_8.40a,C,9,1778,709.244
chao_8.40a,C,10,1758,675.17
chao_8.40a,R,1,1713,704.821
chao_8.40a,R,2,1709,720.534
chao_8.40a,R,3,1715,754.529
chao_8.40a,R,4,1716,750.816
chao_8.40a,R,5,1739,733.258
chao_8.40a,R,6,1710,746.638
chao_8.40a,R,7,1736,758.524
chao_8.40a,R,8,1703,735.755
chao_8.40a,R,9,1738,766.006
chao_8.40a,R,10,1718,745.782
chao_8.40b,B,1,1727,637.346
